,Study_accession,Sample_accession,Run_accession,Isolate_name,Isolate_name_paper,Species,BAPS_group,Sequence_Type,Country/Province,Origin,Location,Habitat,Source_code,Ampicillin,Vancomycin,Teicoplanin,Doxycycline,Erythromycin,Nitrofurantoin,Gentamicin,Linezolid,Levofloxacin,Quinolone,Streptomycin,Tigecycline,Read_status,R1,R2,Clade
1089,ERP009805,ERS683346,ERR1036025,16880_8#2,,Enterococcus faecium,1.0,17.0,United Kingdom,Wastewater,Wastewater plant 19,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036025/ERR1036025_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036025/ERR1036025_2.fastq.gz,Clade A
1090,ERP009805,ERS683365,ERR1036044,16880_8#21,,Enterococcus faecium,1.0,125.0,United Kingdom,Wastewater,Wastewater plant 20,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036044/ERR1036044_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036044/ERR1036044_2.fastq.gz,Clade A
1091,ERP009805,ERS683366,ERR1036045,16880_8#22,,Enterococcus faecium,1.0,80.0,United Kingdom,Wastewater,Wastewater plant 20,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036045/ERR1036045_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036045/ERR1036045_2.fastq.gz,Clade A
1092,ERP009805,ERS683347,ERR1036026,16880_8#3,,Enterococcus faecium,8.0,885.0,United Kingdom,Wastewater,Wastewater plant 19,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036026/ERR1036026_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036026/ERR1036026_2.fastq.gz,Clade A
1093,ERP009805,ERS683376,ERR1036055,16880_8#32,,Enterococcus faecium,6.0,80.0,United Kingdom,Wastewater,Wastewater plant 9,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036055/ERR1036055_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036055/ERR1036055_2.fastq.gz,Clade A
1094,ERP009805,ERS683377,ERR1036056,16880_8#33,,Enterococcus faecium,1.0,262.0,United Kingdom,Wastewater,Wastewater plant 7,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036056/ERR1036056_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036056/ERR1036056_2.fastq.gz,Clade A
1095,ERP009805,ERS683378,ERR1036057,16880_8#34,,Enterococcus faecium,4.0,168.0,United Kingdom,Wastewater,Wastewater plant 14,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036057/ERR1036057_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036057/ERR1036057_2.fastq.gz,Clade A
1096,ERP009805,ERS683379,ERR1036058,16880_8#35,,Enterococcus faecium,9.0,203.0,United Kingdom,Wastewater,Wastewater plant 1,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036058/ERR1036058_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036058/ERR1036058_2.fastq.gz,Clade A
1097,ERP009805,ERS683380,ERR1036059,16880_8#36,,Enterococcus faecium,1.0,80.0,United Kingdom,Wastewater,Wastewater plant 1,Wastewater Human,,I,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036059/ERR1036059_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036059/ERR1036059_2.fastq.gz,Clade A
1098,ERP009805,ERS683381,ERR1036060,16880_8#37,,Enterococcus faecium,2.0,80.0,United Kingdom,Wastewater,Wastewater plant 1,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036060/ERR1036060_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036060/ERR1036060_2.fastq.gz,Clade A
1099,ERP009805,ERS683382,ERR1036061,16880_8#38,,Enterococcus faecium,2.0,230.0,United Kingdom,Wastewater,Wastewater plant 2,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036061/ERR1036061_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036061/ERR1036061_2.fastq.gz,Clade A
1100,ERP009805,ERS683383,ERR1036062,16880_8#39,,Enterococcus faecium,1.0,17.0,United Kingdom,Wastewater,Wastewater plant 3,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036062/ERR1036062_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036062/ERR1036062_2.fastq.gz,Clade A
1101,ERP009805,ERS683385,ERR1036064,16880_8#41,,Enterococcus faecium,6.0,787.0,United Kingdom,Wastewater,Wastewater plant 6,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036064/ERR1036064_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036064/ERR1036064_2.fastq.gz,Clade A
1102,ERP009805,ERS683386,ERR1036065,16880_8#42,,Enterococcus faecium,6.0,80.0,United Kingdom,Wastewater,Wastewater plant 9,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036065/ERR1036065_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036065/ERR1036065_2.fastq.gz,Clade A
1103,ERP009805,ERS683389,ERR1036068,16880_8#45,,Enterococcus faecium,2.0,780.0,United Kingdom,Wastewater,Wastewater plant 10,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036068/ERR1036068_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036068/ERR1036068_2.fastq.gz,Clade A
1104,ERP009805,ERS683391,ERR1036070,16880_8#47,,Enterococcus faecium,1.0,18.0,United Kingdom,Wastewater,Wastewater plant 14,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036070/ERR1036070_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036070/ERR1036070_2.fastq.gz,Clade A
1105,ERP009805,ERS683349,ERR1036028,16880_8#5,,Enterococcus faecium,2.0,80.0,United Kingdom,Wastewater,Wastewater plant 19,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036028/ERR1036028_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036028/ERR1036028_2.fastq.gz,Clade A
1106,ERP009805,ERS683396,ERR1036075,16880_8#52,,Enterococcus faecium,5.0,413.0,United Kingdom,Wastewater,Wastewater plant 20,Wastewater Human,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036075/ERR1036075_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036075/ERR1036075_2.fastq.gz,Clade A
1107,ERP009805,ERS683397,ERR1036076,16880_8#53,,Enterococcus faecium,5.0,19.0,United Kingdom,Wastewater,Wastewater plant 20,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036076/ERR1036076_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036076/ERR1036076_2.fastq.gz,Clade A
1108,ERP009805,ERS683398,ERR1036077,16880_8#54,,Enterococcus faecium,4.0,563.0,United Kingdom,Wastewater,Wastewater plant 20,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036077/ERR1036077_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036077/ERR1036077_2.fastq.gz,Clade A
1109,ERP009805,ERS683399,ERR1036078,16880_8#55,,Enterococcus faecium,4.0,168.0,United Kingdom,Wastewater,Wastewater plant 6,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036078/ERR1036078_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036078/ERR1036078_2.fastq.gz,Clade A
1110,ERP009805,ERS683400,ERR1036079,16880_8#56,,Enterococcus faecium,5.0,92.0,United Kingdom,Wastewater,Wastewater plant 14,Wastewater Human,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036079/ERR1036079_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036079/ERR1036079_2.fastq.gz,Clade A
1111,ERP009805,ERS683352,ERR1036031,16880_8#8,,Enterococcus faecium,6.0,80.0,United Kingdom,Wastewater,Wastewater plant 19,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036031/ERR1036031_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036031/ERR1036031_2.fastq.gz,Clade A
1112,ERP009805,ERS683353,ERR1036032,16880_8#9,,Enterococcus faecium,5.0,22.0,United Kingdom,Wastewater,Wastewater plant 20,Wastewater Human,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1036032/ERR1036032_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1036032/ERR1036032_2.fastq.gz,Clade A
1113,ERP009805,ERS683179,ERR1069045,17138_5#84,,Enterococcus faecium,7.0,1221.0,United Kingdom,Wastewater,Wastewater plant 14,Wastewater Human,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1069045/ERR1069045_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1069045/ERR1069045_2.fastq.gz,CladeB
1114,ERP009805,ERS683187,ERR1069046,17138_5#85,,Enterococcus faecium,1.0,17.0,United Kingdom,Wastewater,Wastewater plant 15,Wastewater Human,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1069046/ERR1069046_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1069046/ERR1069046_2.fastq.gz,Clade A
1115,ERP009805,ERS683195,ERR1069047,17138_5#86,,Enterococcus faecium,7.0,623.0,United Kingdom,Wastewater,Wastewater plant 16,Wastewater Human,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1069047/ERR1069047_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1069047/ERR1069047_2.fastq.gz,CladeB
1116,ERP009805,ERS683203,ERR1069048,17138_5#87,,Enterococcus faecium,7.0,1202.0,United Kingdom,Wastewater,Wastewater plant 7,Wastewater Human,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1069048/ERR1069048_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1069048/ERR1069048_2.fastq.gz,CladeB
1117,ERP009805,ERS683211,ERR1069049,17138_5#88,,Enterococcus faecium,2.0,780.0,United Kingdom,Wastewater,Wastewater plant 10,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1069049/ERR1069049_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1069049/ERR1069049_2.fastq.gz,Clade A
1118,ERP009805,ERS683243,ERR1069053,17138_5#92,,Enterococcus faecium,6.0,80.0,United Kingdom,Wastewater,Wastewater plant 9,Wastewater Human,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1069053/ERR1069053_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1069053/ERR1069053_2.fastq.gz,Clade A
1119,ERP009811,ERS784396,ERR1100535,17328_1#10,,Enterococcus faecium,5.0,21.0,United Kingdom,Cattle farm,Farm 15,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100535/ERR1100535_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100535/ERR1100535_2.fastq.gz,Clade A
1120,ERP009811,ERS784397,ERR1100536,17328_1#11,,Enterococcus faecium,5.0,21.0,United Kingdom,Cattle farm,Farm 15,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100536/ERR1100536_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100536/ERR1100536_2.fastq.gz,Clade A
1121,ERP009811,ERS784398,ERR1100537,17328_1#12,,Enterococcus faecium,5.0,32.0,United Kingdom,Cattle farm,Farm 17,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100537/ERR1100537_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100537/ERR1100537_2.fastq.gz,Clade A
1122,ERP009811,ERS784399,ERR1100538,17328_1#13,,Enterococcus faecium,5.0,32.0,United Kingdom,Cattle farm,Farm 17,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100538/ERR1100538_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100538/ERR1100538_2.fastq.gz,Clade A
1123,ERP009811,ERS784400,ERR1100539,17328_1#14,,Enterococcus faecium,5.0,32.0,United Kingdom,Cattle farm,Farm 18,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100539/ERR1100539_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100539/ERR1100539_2.fastq.gz,Clade A
1124,ERP009811,ERS784402,ERR1100541,17328_1#16,,Enterococcus faecium,4.0,265.0,United Kingdom,Cattle farm,Farm 17,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100541/ERR1100541_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100541/ERR1100541_2.fastq.gz,Clade A
1125,ERP009811,ERS784388,ERR1100527,17328_1#2,,Enterococcus faecium,7.0,874.0,United Kingdom,Cattle farm,Farm 12,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100527/ERR1100527_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100527/ERR1100527_2.fastq.gz,CladeB
1126,ERP009811,ERS784407,ERR1100546,17328_1#21,,Enterococcus faecium,5.0,1234.0,United Kingdom,Cattle farm,Farm 16,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100546/ERR1100546_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100546/ERR1100546_2.fastq.gz,Clade A
1127,ERP009811,ERS784408,ERR1100547,17328_1#22,,Enterococcus faecium,7.0,537.0,United Kingdom,Cattle farm,Farm 16,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100547/ERR1100547_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100547/ERR1100547_2.fastq.gz,CladeB
1128,ERP009811,ERS784412,ERR1100551,17328_1#26,,Enterococcus faecium,3.0,1238.0,United Kingdom,Chicken,Farm 19,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100551/ERR1100551_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100551/ERR1100551_2.fastq.gz,CladeB
1129,ERP009811,ERS784413,ERR1100552,17328_1#27,,Enterococcus faecium,8.0,9.0,United Kingdom,Chicken,Farm 19,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100552/ERR1100552_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100552/ERR1100552_2.fastq.gz,Clade A
1130,ERP009811,ERS784415,ERR1100554,17328_1#29,,Enterococcus faecium,8.0,1247.0,United Kingdom,Chicken,Farm 19,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100554/ERR1100554_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100554/ERR1100554_2.fastq.gz,Clade A
1131,ERP009811,ERS784389,ERR1100528,17328_1#3,,Enterococcus faecium,4.0,639.0,United Kingdom,Cattle farm,Farm 12,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100528/ERR1100528_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100528/ERR1100528_2.fastq.gz,Clade A
1132,ERP009811,ERS784417,ERR1100556,17328_1#31,,Enterococcus faecium,8.0,10.0,United Kingdom,Chicken,Farm 19,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100556/ERR1100556_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100556/ERR1100556_2.fastq.gz,Clade A
1133,ERP009811,ERS784418,ERR1100557,17328_1#32,,Enterococcus faecium,8.0,1243.0,United Kingdom,Chicken,Farm 20,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100557/ERR1100557_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100557/ERR1100557_2.fastq.gz,Clade A
1134,ERP009811,ERS784420,ERR1100559,17328_1#34,,Enterococcus faecium,4.0,1253.0,United Kingdom,Chicken,Farm 20,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100559/ERR1100559_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100559/ERR1100559_2.fastq.gz,Clade A
1135,ERP009811,ERS784424,ERR1100562,17328_1#37,,Enterococcus faecium,8.0,12.0,United Kingdom,Chicken,Farm 19,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100562/ERR1100562_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100562/ERR1100562_2.fastq.gz,Clade A
1136,ERP009811,ERS784426,ERR1100563,17328_1#38,,Enterococcus faecium,8.0,9.0,United Kingdom,Chicken,Farm 19,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100563/ERR1100563_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100563/ERR1100563_2.fastq.gz,Clade A
1137,ERP009811,ERS784390,ERR1100529,17328_1#4,,Enterococcus faecium,8.0,640.0,United Kingdom,Cattle farm,Farm 13,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100529/ERR1100529_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100529/ERR1100529_2.fastq.gz,Clade A
1138,ERP009811,ERS784430,ERR1100565,17328_1#40,,Enterococcus faecium,8.0,1230.0,United Kingdom,Chicken,Farm 19,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100565/ERR1100565_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100565/ERR1100565_2.fastq.gz,Clade A
1139,ERP009811,ERS784438,ERR1100569,17328_1#44,,Enterococcus faecium,8.0,1251.0,United Kingdom,Chicken,Farm 20,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100569/ERR1100569_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100569/ERR1100569_2.fastq.gz,Clade A
1140,ERP009811,ERS784444,ERR1100572,17328_1#47,,Enterococcus faecium,8.0,1091.0,United Kingdom,Chicken,Farm 20,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100572/ERR1100572_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100572/ERR1100572_2.fastq.gz,Clade A
1141,ERP009811,ERS784446,ERR1100573,17328_1#48,,Enterococcus faecium,8.0,1251.0,United Kingdom,Chicken,Farm 20,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100573/ERR1100573_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100573/ERR1100573_2.fastq.gz,Clade A
1142,ERP009811,ERS784391,ERR1100530,17328_1#5,,Enterococcus faecium,5.0,402.0,United Kingdom,Cattle farm,Farm 13,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100530/ERR1100530_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100530/ERR1100530_2.fastq.gz,Clade A
1143,ERP009811,ERS784453,ERR1100577,17328_1#52,,Enterococcus faecium,8.0,157.0,United Kingdom,Chicken,Farm 20,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100577/ERR1100577_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100577/ERR1100577_2.fastq.gz,Clade A
1144,ERP009811,ERS784454,ERR1100578,17328_1#53,,Enterococcus faecium,4.0,38.0,United Kingdom,Chicken,Farm 20,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100578/ERR1100578_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100578/ERR1100578_2.fastq.gz,Clade A
1145,ERP009811,ERS784456,ERR1100579,17328_1#54,,Enterococcus faecium,8.0,422.0,United Kingdom,Turkey,Farm 21,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100579/ERR1100579_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100579/ERR1100579_2.fastq.gz,Clade A
1146,ERP009811,ERS784460,ERR1100581,17328_1#56,,Enterococcus faecium,8.0,422.0,United Kingdom,Turkey,Farm 21,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100581/ERR1100581_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100581/ERR1100581_2.fastq.gz,Clade A
1147,ERP009811,ERS784465,ERR1100584,17328_1#59,,Enterococcus faecium,8.0,9.0,United Kingdom,Turkey,Farm 22,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100584/ERR1100584_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100584/ERR1100584_2.fastq.gz,Clade A
1148,ERP009811,ERS784467,ERR1100585,17328_1#60,,Enterococcus faecium,8.0,10.0,United Kingdom,Turkey,Farm 22,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100585/ERR1100585_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100585/ERR1100585_2.fastq.gz,Clade A
1149,ERP009811,ERS784469,ERR1100586,17328_1#61,,Enterococcus faecium,4.0,1256.0,United Kingdom,Turkey,Farm 22,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100586/ERR1100586_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100586/ERR1100586_2.fastq.gz,Clade A
1150,ERP009811,ERS784471,ERR1100587,17328_1#62,,Enterococcus faecium,8.0,422.0,United Kingdom,Turkey,Farm 23,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100587/ERR1100587_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100587/ERR1100587_2.fastq.gz,Clade A
1151,ERP009811,ERS784473,ERR1100588,17328_1#63,,Enterococcus faecium,4.0,1231.0,United Kingdom,Turkey,Farm 24,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100588/ERR1100588_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100588/ERR1100588_2.fastq.gz,Clade A
1152,ERP009811,ERS784479,ERR1100591,17328_1#66,,Enterococcus faecium,4.0,1227.0,United Kingdom,Turkey,Farm 24,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100591/ERR1100591_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100591/ERR1100591_2.fastq.gz,Clade A
1153,ERP009811,ERS784481,ERR1100592,17328_1#67,,Enterococcus faecium,4.0,1231.0,United Kingdom,Turkey,Farm 24,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100592/ERR1100592_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100592/ERR1100592_2.fastq.gz,Clade A
1154,ERP009811,ERS784484,ERR1100594,17328_1#69,,Enterococcus faecium,4.0,1231.0,United Kingdom,Turkey,Farm 24,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100594/ERR1100594_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100594/ERR1100594_2.fastq.gz,Clade A
1155,ERP009811,ERS784486,ERR1100595,17328_1#70,,Enterococcus faecium,8.0,146.0,United Kingdom,Turkey,Farm 25,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100595/ERR1100595_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100595/ERR1100595_2.fastq.gz,Clade A
1156,ERP009811,ERS784488,ERR1100596,17328_1#71,,Enterococcus faecium,4.0,1231.0,United Kingdom,Turkey,Farm 25,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100596/ERR1100596_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100596/ERR1100596_2.fastq.gz,Clade A
1157,ERP009811,ERS784491,ERR1100598,17328_1#73,,Enterococcus faecium,4.0,1231.0,United Kingdom,Turkey,Farm 25,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100598/ERR1100598_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100598/ERR1100598_2.fastq.gz,Clade A
1158,ERP009811,ERS784493,ERR1100599,17328_1#74,,Enterococcus faecium,4.0,1248.0,United Kingdom,Turkey,Farm 25,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100599/ERR1100599_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100599/ERR1100599_2.fastq.gz,Clade A
1159,ERP009811,ERS784423,ERR1100601,17328_1#76,,Enterococcus faecium,8.0,56.0,United Kingdom,Pig farm,Farm 2,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100601/ERR1100601_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100601/ERR1100601_2.fastq.gz,Clade A
1160,ERP009811,ERS784425,ERR1100602,17328_1#77,,Enterococcus faecium,2.0,947.0,United Kingdom,Pig farm,Farm 9,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100602/ERR1100602_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100602/ERR1100602_2.fastq.gz,Clade A
1161,ERP009811,ERS784427,ERR1100603,17328_1#78,,Enterococcus faecium,8.0,56.0,United Kingdom,Pig farm,Farm 11,Agriculture,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100603/ERR1100603_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100603/ERR1100603_2.fastq.gz,Clade A
1162,ERP009811,ERS784429,ERR1100604,17328_1#79,,Enterococcus faecium,4.0,1126.0,United Kingdom,Pig farm,Farm 10,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100604/ERR1100604_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100604/ERR1100604_2.fastq.gz,Clade A
1163,ERP009811,ERS784431,ERR1100605,17328_1#80,,Enterococcus faecium,4.0,639.0,United Kingdom,Cattle farm,Farm 12,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100605/ERR1100605_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100605/ERR1100605_2.fastq.gz,Clade A
1164,ERP009811,ERS784433,ERR1100606,17328_1#81,,Enterococcus faecium,4.0,639.0,United Kingdom,Cattle farm,Farm 13,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100606/ERR1100606_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100606/ERR1100606_2.fastq.gz,Clade A
1165,ERP009811,ERS784435,ERR1100607,17328_1#82,,Enterococcus faecium,5.0,32.0,United Kingdom,Cattle farm,Farm 13,Agriculture,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR1100607/ERR1100607_1.fastq.gz,genomes/gouliouris_2018_uk/ERR1100607/ERR1100607_2.fastq.gz,Clade A
